breed,a_adaptability,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a3_sensitivity_level,a4_tolerates_being_alone,a5_tolerates_cold_weather,a6_tolerates_hot_weather,b_all_around_friendliness,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,b4_friendly_toward_strangers,c_health_grooming,c1_amount_of_shedding,c2_drooling_potential,c3_easy_to_groom,c4_general_health,c5_potential_for_weight_gain,c6_size,d_trainability,d1_easy_to_train,d2_intelligence,d3_potential_for_mouthiness,d4_prey_drive,d5_tendency_to_bark_or_howl,d6_wanderlust_potential,e_exercise_needs,e1_energy_level,e2_intensity,e3_exercise_needs,e4_potential_for_playfulness,size
Chilier,3,5,5,5,3,4,3,4,5,4,5,3,3,1,2,4,2,4,4,4,3,4,3,2,5,3,4,4,3,3,5,3.0
Boglen Terrier,3,3,3,5,3,4,2,4,5,3,2,5,3,2,1,3,4,2,4,4,5,4,3,4,2,1,2,2,5,5,4,2.0
Bocker,3,5,4,3,1,4,4,4,5,4,4,3,3,1,5,3,3,2,4,3,4,5,3,3,3,2,4,5,5,3,4,4.0
German Sheprador,3,4,3,4,2,3,3,5,5,4,3,2,3,5,1,4,3,4,2,4,4,5,3,3,2,3,4,5,1,5,5,4.0
Chow Chow,3,3,2,3,3,3,2,3,4,5,3,5,3,4,2,5,4,4,4,3,5,5,4,3,4,2,3,4,4,4,4,3.0
Cesky Terrier,3,2,3,2,2,3,3,4,5,1,5,3,3,4,1,3,4,4,3,3,5,5,5,4,4,4,5,3,3,4,5,3.0
Chow Chow,2,4,2,4,2,2,3,4,5,5,5,3,3,5,2,3,3,3,4,4,5,4,3,4,2,1,4,3,4,3,5,2.0
Chow Chow,3,1,3,3,2,4,3,4,5,3,4,5,3,1,2,2,4,4,1,4,5,5,3,4,3,3,4,3,4,4,5,5.0
Chow Chow,3,1,4,4,3,3,3,3,4,4,5,3,3,3,2,5,3,4,2,4,4,4,4,3,3,2,4,5,3,3,4,2.0
Cavachon,3,5,3,3,3,3,4,3,4,1,4,3,3,2,2,4,2,3,3,4,5,5,3,1,4,3,5,5,3,4,5,3.0
Cesky Terrier,3,3,3,3,2,3,1,3,5,2,3,3,3,5,1,3,4,3,2,4,5,5,3,1,3,5,4,5,4,4,5,2.0
French Spaniel,3,3,3,5,5,4,3,4,5,4,3,3,3,4,1,4,3,4,4,3,5,4,3,4,2,2,3,5,4,4,5,4.0
Chow Chow,3,3,3,3,3,3,4,4,4,5,3,3,3,2,2,5,3,1,2,3,5,4,4,2,5,3,4,5,3,5,5,3.0
Chow Chow,3,4,2,4,3,3,3,5,3,4,4,5,3,1,1,1,4,4,4,3,4,4,3,4,3,3,5,4,2,4,4,2.0
Chug,3,3,1,5,3,3,3,4,5,4,3,3,3,4,2,2,4,4,1,3,5,3,3,4,3,3,4,5,4,2,5,2.0
Bocker,3,5,3,3,3,2,3,4,5,3,5,5,4,1,1,3,4,4,4,4,5,5,3,3,3,5,4,4,4,4,5,3.0
Portuguese Podengo Pequeno,3,1,3,5,3,3,3,4,5,4,3,3,3,2,1,3,2,3,4,4,5,4,3,3,3,2,3,5,5,4,5,3.0
Shichon,3,5,1,4,2,2,3,5,5,5,3,4,3,2,1,4,3,4,3,4,5,4,5,2,4,3,5,5,3,4,4,2.0
Belgian Malinois,3,4,3,4,1,3,4,5,4,4,4,3,3,1,2,4,4,3,5,3,5,4,3,4,1,5,4,5,2,4,4,4.0
Cavapoo,3,1,2,4,2,2,3,4,5,5,5,4,3,3,2,1,4,4,3,3,5,5,3,5,4,2,4,5,3,3,5,4.0
Chorkie,3,4,5,5,2,4,3,4,5,4,5,5,2,2,1,5,3,4,3,3,3,5,3,4,4,3,4,5,4,5,5,2.0
Bocker,3,2,3,5,2,2,1,4,5,4,2,3,3,3,2,2,4,4,4,3,4,5,3,2,4,3,4,5,4,4,5,3.0
Chow Chow,3,5,3,3,2,3,2,4,5,2,4,3,3,4,4,5,4,1,4,5,5,5,3,3,3,2,4,5,4,4,4,2.0
Chilier,3,2,3,3,2,2,3,4,5,5,5,2,3,4,1,4,4,4,4,3,5,4,3,3,3,2,4,5,4,4,5,2.0
Bichon Frise,3,3,3,4,2,1,2,4,5,4,4,3,3,1,5,5,3,4,3,5,3,5,3,4,4,3,5,3,5,5,4,3.0
Chow Chow,3,3,4,3,2,4,3,3,5,4,4,3,3,4,1,2,4,3,2,3,5,5,3,4,5,3,4,5,3,5,5,5.0
Belgian Malinois,4,4,1,4,2,4,2,3,5,3,4,4,3,1,1,3,4,4,1,4,4,5,3,4,4,3,2,5,1,3,5,5.0
Poochon,3,3,2,2,2,2,3,4,5,5,5,3,3,5,1,4,3,3,4,4,4,5,3,4,3,3,4,5,2,5,5,3.0
Pembroke Welsh Corgi,3,2,2,3,2,3,3,4,5,4,3,3,3,3,1,3,4,4,2,3,5,4,3,3,2,2,5,4,4,3,5,2.0
Chow Chow,3,1,2,3,3,4,3,4,5,3,5,3,3,1,5,4,3,4,4,3,3,5,3,3,2,3,4,5,2,4,5,4.0
Cesky Terrier,3,3,3,3,3,4,2,4,4,5,5,3,3,2,1,1,3,1,2,4,5,5,3,3,2,3,4,3,3,4,5,2.0
Chow Chow,4,5,2,4,2,2,2,4,5,4,5,3,3,3,1,3,4,5,3,4,3,5,3,4,4,3,4,5,3,4,5,3.0
Bluetick Coonhound,3,5,2,4,4,1,2,4,5,3,3,3,3,2,1,5,4,4,1,3,5,5,3,4,3,3,4,3,5,4,4,5.0
Cesky Terrier,4,3,2,3,3,4,3,4,5,4,3,3,2,1,4,3,4,4,3,4,4,4,3,4,5,3,3,2,3,5,5,3.0
Cesky Terrier,3,2,2,3,3,3,1,3,5,5,3,5,3,3,1,4,3,3,4,3,3,3,3,4,4,3,4,3,3,5,5,3.0
Bocker,3,4,2,3,3,3,4,4,5,5,2,3,3,3,5,4,4,3,2,3,5,5,3,4,3,3,4,4,4,3,4,2.0
Cesky Terrier,4,5,3,2,3,1,3,4,4,2,3,3,4,1,5,5,4,4,3,3,5,4,3,3,3,2,4,5,3,5,5,4.0
Bocker,3,3,2,5,2,3,3,4,5,3,5,5,3,3,2,3,2,4,2,4,3,5,3,5,3,3,5,3,3,5,4,3.0
Chilier,2,3,2,5,2,2,3,4,4,4,3,3,3,5,1,4,3,3,3,4,5,5,3,4,4,1,4,5,5,4,5,5.0
Cesky Terrier,3,4,3,3,4,4,3,5,4,5,3,3,3,2,1,3,4,1,1,4,3,5,3,4,3,4,5,4,4,4,4,4.0
Cesky Terrier,2,5,2,3,2,3,4,4,5,4,5,3,3,4,1,3,4,3,4,4,1,3,5,3,5,3,4,5,4,5,5,2.0
Frenchton,3,5,1,4,5,3,4,4,5,4,4,5,2,2,4,3,4,4,4,4,5,3,3,5,1,2,4,5,4,4,5,2.0
Rottle - Small,3,4,2,4,2,5,4,4,5,4,2,2,3,2,1,1,4,4,5,3,5,5,3,1,3,2,4,5,4,5,2,4.0
Cesky Terrier,4,4,3,4,5,4,3,4,5,3,3,4,3,4,1,1,3,4,2,3,5,4,5,3,4,3,5,2,3,4,5,3.0
Chorkie,3,4,3,5,1,4,3,4,4,4,3,3,3,4,1,4,3,3,1,4,3,5,3,3,5,2,4,4,4,5,4,2.0
Boxer,3,2,3,4,2,4,3,4,5,4,5,3,3,2,1,4,4,5,1,3,5,5,5,2,4,2,2,4,3,3,4,2.0
Cesky Terrier,3,3,2,4,2,3,3,4,5,4,5,4,3,5,2,3,4,3,2,4,4,4,3,1,2,4,4,4,4,2,5,5.0
Chow Chow,3,5,2,3,2,3,2,4,4,2,5,3,3,4,1,5,4,1,2,3,3,5,3,2,4,2,4,3,4,3,5,4.0
Chow Chow,2,3,3,4,2,3,4,3,4,3,3,5,3,1,2,4,5,3,3,4,4,4,5,1,4,2,4,5,3,3,5,5.0
Belgian Tervuren,3,3,3,5,2,4,2,4,5,4,3,3,3,4,1,4,3,4,4,4,5,4,3,3,4,3,4,5,4,4,4,4.0
Bocker,3,3,2,4,2,1,3,4,5,4,4,3,3,5,1,5,4,2,2,4,1,4,3,4,3,1,4,4,4,5,4,2.0
Chow Chow,3,5,2,4,1,3,3,3,4,5,3,3,3,3,2,5,3,4,2,3,3,5,3,4,3,3,4,3,4,4,5,3.0
Chabrador,3,3,1,3,5,3,3,5,5,4,5,3,3,5,2,1,3,3,2,3,5,5,3,1,3,4,4,5,4,4,5,2.0
Cesky Terrier,3,1,2,2,1,3,3,5,5,5,3,3,3,5,1,1,4,2,2,4,3,4,3,3,3,5,4,5,4,5,4,1.0
Cesky Terrier,4,3,1,4,3,3,3,2,5,3,3,3,3,3,2,4,1,4,2,3,5,5,3,3,2,3,5,5,3,5,4,3.0
Boglen Terrier,3,1,3,4,2,5,3,4,5,3,1,3,3,4,2,1,4,1,3,3,4,5,3,2,3,4,5,5,4,4,5,3.0
Chorkie,3,5,2,4,3,5,3,3,4,5,5,3,3,3,1,4,3,3,1,3,3,5,3,4,4,3,4,4,2,4,5,3.0
Black Russian Terrier,3,2,2,3,3,2,3,4,5,4,4,3,2,2,1,3,5,4,4,3,5,4,3,1,3,3,4,2,2,2,5,3.0
Bocker,3,1,3,3,2,3,1,3,5,5,3,4,3,3,1,5,4,3,3,3,4,4,3,3,4,3,5,3,2,4,5,4.0
Chug,4,5,2,4,2,4,3,5,5,5,3,2,3,4,2,3,1,5,3,4,3,4,3,5,2,2,3,5,4,4,5,4.0
Chow Chow,3,5,4,4,3,3,3,4,5,4,4,1,3,3,1,5,3,4,4,4,4,5,3,4,1,5,5,4,3,4,5,3.0
Cavapoo,3,1,3,3,3,5,3,4,4,4,5,1,3,2,2,5,4,3,1,4,4,4,3,2,3,4,5,5,2,4,5,2.0
Cesky Terrier,2,5,3,3,2,2,2,3,5,5,4,3,3,4,1,4,4,3,2,3,5,4,3,5,3,4,5,5,4,5,5,2.0
Chabrador,3,4,5,4,2,5,2,5,4,3,3,4,3,2,4,3,4,4,5,4,3,5,2,4,2,2,5,5,3,4,4,1.0
Cesky Terrier,3,5,3,3,2,1,3,5,5,5,5,3,5,2,1,2,3,4,2,4,5,5,3,5,4,4,4,5,1,5,5,3.0
Cesky Terrier,3,5,3,2,1,4,3,4,5,2,5,3,3,5,2,4,4,4,3,3,5,4,3,2,3,3,4,5,2,4,4,3.0
Chow Chow,3,5,3,3,2,3,3,4,5,4,4,4,3,3,1,2,3,3,2,4,4,4,3,1,1,3,4,4,4,4,3,3.0
Cesky Terrier,3,5,2,3,3,3,3,4,5,3,4,5,3,3,1,3,4,4,4,3,4,5,3,4,3,3,4,4,4,3,5,3.0
Chow Chow,3,4,1,5,2,3,3,4,5,4,3,3,3,4,2,3,3,1,5,4,1,4,5,3,4,2,4,5,3,5,5,4.0
Cavapoo,4,2,3,5,3,4,3,4,5,5,4,3,4,2,1,2,5,4,2,3,5,5,2,4,4,3,4,5,4,4,5,3.0
Bluetick Coonhound,3,3,3,4,3,3,3,4,4,3,3,5,3,4,1,4,3,4,1,3,1,4,3,5,5,2,5,4,4,5,5,3.0
Basset Hound,4,4,3,5,2,2,3,4,5,5,5,2,3,4,1,3,3,4,3,4,5,4,3,3,3,4,4,5,5,5,4,2.0
Bocker,3,5,3,4,2,4,3,4,5,4,4,4,3,5,1,5,4,5,3,3,5,4,3,4,2,4,4,4,4,2,5,4.0
Azawakh,3,2,5,4,2,3,4,4,5,3,2,4,3,5,5,1,4,4,1,5,3,2,3,2,3,3,4,4,4,3,4,3.0
Cesky Terrier,3,5,4,3,2,3,3,5,5,4,2,3,3,3,1,5,3,3,1,4,2,4,2,1,3,1,4,5,4,4,4,1.0
Docker,2,4,3,3,2,4,5,4,5,4,5,3,3,5,5,4,3,3,3,4,3,4,3,4,1,4,4,4,3,5,5,2.0
Bedlington Terrier,3,2,3,4,2,3,1,3,4,3,4,3,3,4,1,4,4,4,1,4,3,5,4,3,4,3,4,5,4,5,5,5.0
Cesky Terrier,3,1,3,4,3,2,1,4,4,5,1,3,3,3,2,4,1,4,2,3,5,5,3,4,3,4,4,4,4,5,5,5.0
Rottweiler,3,5,3,3,3,4,3,4,5,4,3,3,3,3,1,1,3,1,1,3,4,4,4,4,3,2,4,4,3,4,5,4.0
Chow Chow,3,5,3,3,3,1,3,4,5,5,5,3,3,4,2,4,4,5,3,4,5,3,3,4,2,1,4,5,2,5,4,3.0
Cavapoo,3,2,2,3,3,4,3,4,5,1,3,3,3,5,1,3,4,4,5,4,4,4,3,1,4,3,5,5,4,5,5,3.0
Cesky Terrier,3,4,4,4,3,4,2,3,4,2,3,3,3,1,2,5,5,4,2,3,4,5,2,4,4,5,4,5,2,5,5,3.0
Rottle - Small,3,1,2,4,2,3,3,4,5,5,4,5,3,3,1,5,4,4,2,3,4,4,3,4,4,4,4,3,4,3,5,2.0
Belgian Malinois,3,3,3,3,3,1,3,4,4,4,4,3,3,5,1,4,3,3,3,3,1,3,3,1,3,4,4,5,4,5,5,5.0
Cesky Terrier,3,5,2,5,2,2,3,4,5,5,4,3,3,2,5,5,4,4,4,4,3,4,3,5,5,5,4,3,3,2,5,3.0
Cesky Terrier,3,4,3,3,1,3,3,5,5,4,2,4,3,4,2,5,4,4,4,3,4,5,5,4,1,2,4,5,3,5,3,4.0
Belgian Malinois,4,4,2,4,4,3,4,4,5,5,3,3,3,3,1,5,4,2,4,4,4,5,3,2,2,2,5,5,3,5,4,2.0
Chow Chow,3,5,2,4,2,3,4,5,5,4,3,3,3,5,1,4,2,3,2,4,4,4,5,3,3,4,4,5,4,4,5,4.0
Chow Chow,4,5,1,3,5,3,2,4,5,5,4,4,3,3,1,3,2,4,2,5,3,4,3,4,1,2,4,5,2,4,5,4.0
Catahoula Bulldog,3,5,1,3,3,4,4,4,5,4,3,2,3,3,5,4,3,5,3,3,4,4,4,4,3,3,3,5,4,5,4,5.0
Chow Chow,3,5,1,4,2,2,3,3,5,3,4,5,3,1,1,4,4,4,2,4,5,4,3,3,4,3,4,5,4,5,4,2.0
Bocker,3,1,2,4,1,5,1,4,5,5,4,3,3,1,1,3,4,2,3,3,4,5,3,3,3,2,4,5,2,4,5,3.0
Cesky Terrier,3,5,3,4,3,3,3,3,5,5,4,2,3,3,5,3,3,4,3,3,4,5,3,4,4,3,4,4,2,4,5,4.0
Chorkie,3,3,2,5,2,4,3,3,4,1,4,3,3,2,1,1,5,3,4,4,5,5,3,3,1,2,5,4,4,4,5,3.0
Chihuahua,3,5,5,4,1,4,3,4,5,4,4,3,3,2,1,3,3,3,3,3,5,5,3,4,4,5,5,4,5,3,4,3.0
Cane Corso,3,1,4,4,3,3,2,4,5,4,5,3,3,5,1,2,4,3,2,4,5,5,3,2,2,2,4,4,4,4,5,5.0
Bluetick Coonhound,3,4,4,5,5,2,3,4,5,4,4,2,3,4,3,5,3,4,2,3,2,5,2,3,3,3,4,5,3,5,2,2.0
Bedlington Terrier,3,3,3,2,2,4,3,4,5,5,3,4,3,4,1,5,3,4,4,3,3,5,3,2,2,4,4,5,5,4,5,2.0
Bocker,3,1,3,4,3,3,3,3,5,4,3,5,3,3,1,3,4,2,1,3,4,4,4,1,2,3,5,3,5,5,5,4.0
Whoodle,3,4,3,5,3,4,3,4,5,4,4,3,3,1,1,4,1,4,3,3,4,4,3,2,4,2,4,5,3,5,4,2.0
Cesky Terrier,3,5,3,4,3,1,3,5,5,5,3,3,2,3,5,1,4,2,2,4,4,4,3,3,5,2,4,2,2,5,5,2.0
Bocker,3,1,3,3,2,4,3,5,5,4,3,3,3,3,1,4,3,4,3,4,3,4,3,3,5,1,4,5,3,4,5,2.0
Cockalier,3,5,3,2,2,4,3,4,4,4,3,4,3,3,2,3,2,4,1,3,4,4,3,3,4,4,4,5,2,4,5,3.0
Belgian Malinois,3,3,3,5,1,3,2,5,5,4,5,4,3,3,2,2,4,4,4,3,5,4,2,4,4,1,5,5,3,5,4,2.0
Chow Chow,3,2,2,3,3,2,3,4,5,4,4,4,3,3,1,5,4,1,4,4,3,5,3,2,4,2,4,5,3,5,4,3.0
Chow Chow,3,2,2,3,3,4,2,4,5,4,5,4,3,3,1,3,4,3,2,4,4,5,3,4,2,5,4,4,3,4,5,2.0
Boglen Terrier,3,2,4,5,1,2,3,4,5,4,5,3,3,2,2,5,4,4,3,3,5,4,4,1,3,2,4,5,5,4,5,3.0
Bocker,3,1,3,4,1,3,3,5,5,4,3,5,3,4,2,5,4,3,2,5,4,4,3,3,4,1,5,2,3,2,5,2.0
Belgian Tervuren,2,2,2,3,1,3,3,5,5,3,4,3,3,4,2,2,2,3,2,3,4,4,3,4,3,3,5,5,3,4,5,4.0
Chow Chow,3,2,2,3,2,2,3,4,5,5,4,3,3,1,5,2,3,4,3,4,5,3,2,3,4,4,4,3,3,4,4,3.0
Cheagle,3,5,3,5,2,5,3,4,5,5,4,3,3,2,2,5,3,2,3,3,5,4,3,2,4,3,4,5,3,3,5,4.0
Rottle - Medium,4,5,2,5,3,3,3,4,2,3,3,5,3,4,1,4,3,4,2,4,3,4,3,4,1,3,4,2,4,5,5,4.0
Bocker,3,2,3,3,2,4,2,4,4,4,1,3,3,1,1,5,4,4,5,3,5,5,3,4,1,2,5,5,4,4,3,2.0
Chion,3,1,3,4,4,5,3,4,5,5,4,3,3,4,1,1,4,3,5,4,4,4,3,3,4,3,4,5,5,4,5,5.0
Chow Chow,4,3,3,3,1,3,3,5,5,4,4,3,4,4,1,5,5,3,5,3,5,5,3,4,4,3,4,2,5,5,4,2.0
Chow Chow,3,2,3,4,3,2,3,4,5,4,3,3,3,1,5,4,3,3,5,3,3,4,3,3,3,3,4,4,3,4,5,5.0
Bocker,4,5,1,2,3,3,3,4,5,5,4,5,3,2,1,5,4,4,3,3,4,4,2,3,2,3,4,5,3,4,5,4.0
Shichon,3,3,2,4,3,3,3,3,4,5,2,5,3,3,2,4,3,4,1,4,4,4,3,3,2,2,5,5,3,4,3,4.0
Cesky Terrier,3,1,2,3,3,4,1,4,4,4,1,3,3,3,1,1,4,4,2,3,2,4,3,3,4,2,4,5,3,5,5,2.0
Bedlington Terrier,2,2,3,3,3,2,3,3,5,4,4,4,3,3,2,4,3,2,4,3,3,5,3,3,2,3,4,5,3,4,5,3.0
Boerboel,3,2,3,4,2,4,3,4,5,4,5,3,3,4,2,3,3,4,4,4,4,5,3,1,5,4,4,5,1,5,5,2.0
Catahoula Bulldog,3,1,2,3,3,3,3,4,4,1,5,3,3,1,1,5,4,4,4,4,3,5,3,4,3,3,4,4,3,3,5,1.0
Bocker,4,1,3,3,3,3,3,4,4,4,4,3,3,2,4,3,3,4,4,4,3,4,3,4,4,3,2,5,4,4,5,3.0
Pomsky,3,1,3,4,3,4,1,4,4,5,4,3,3,1,1,4,4,5,2,5,4,5,3,4,3,2,4,5,4,4,5,5.0
Shiba Inu,3,5,3,3,3,4,3,5,5,4,4,3,3,2,5,4,4,4,1,3,5,4,2,4,1,2,4,3,2,4,4,5.0
Siberian Husky,3,5,4,5,3,3,3,3,5,5,4,2,3,3,1,1,4,3,4,3,4,4,3,4,2,4,4,5,3,3,5,5.0
Chow Chow,3,1,2,2,1,3,3,4,5,4,1,3,4,2,1,4,4,4,1,3,5,5,3,4,1,3,4,2,3,5,5,3.0
Bocker,2,1,3,5,2,3,3,5,5,5,1,3,3,1,2,5,4,1,2,3,4,3,3,3,3,3,4,5,3,4,5,2.0
Chorkie,3,1,3,5,3,2,3,4,5,4,3,3,3,1,2,3,3,3,3,3,5,4,3,4,3,3,4,5,3,5,5,2.0
Chow Chow,3,5,3,4,1,3,3,4,5,4,4,3,3,4,1,1,4,4,4,3,5,5,3,3,4,3,4,4,4,5,5,2.0
Beagle,3,5,2,5,2,3,3,3,4,4,1,3,3,3,1,5,3,4,1,4,4,5,3,3,5,2,5,5,3,5,5,3.0
Bichon Frise,3,1,3,4,2,2,3,4,5,5,4,3,3,4,1,1,2,4,2,3,4,4,3,3,3,3,5,3,3,3,5,2.0
Shichon,2,5,3,3,1,3,4,4,4,4,3,3,3,1,1,4,3,2,4,4,2,4,3,5,4,2,4,4,3,5,5,
Chow Chow,2,3,5,3,1,4,4,4,5,5,4,1,2,4,2,4,3,4,3,4,4,4,2,3,3,2,5,2,5,4,5,2.0
Bocker,3,3,2,5,1,4,3,4,4,5,2,3,3,4,1,5,3,3,3,4,4,5,3,5,4,2,4,4,4,5,5,3.0
Catahoula Bulldog,3,5,2,2,1,5,3,5,5,5,4,3,3,2,2,1,3,4,1,3,3,5,2,4,2,3,5,5,2,5,5,3.0
Cesky Terrier,2,2,4,3,3,4,3,4,5,4,1,4,3,1,2,4,3,1,2,4,5,5,3,3,5,3,2,4,2,4,5,5.0
Cesky Terrier,3,5,2,4,4,3,3,4,5,4,3,3,3,3,1,4,4,4,2,3,3,5,2,4,3,4,4,5,3,4,5,3.0
Poochon,4,2,4,5,2,4,3,4,5,4,4,3,3,3,1,1,3,3,2,3,5,4,3,3,2,3,4,5,4,4,5,5.0
Cesky Terrier,3,5,4,4,2,3,4,4,5,4,3,2,3,5,1,4,3,3,3,4,4,5,3,1,2,3,4,4,4,4,5,2.0
Cesky Terrier,3,5,3,3,2,3,4,4,4,4,4,4,3,2,1,5,2,3,2,4,4,4,3,4,4,3,4,3,2,4,4,3.0
Labmaraner,2,5,2,3,2,3,3,4,5,4,5,2,3,3,3,4,3,4,2,3,2,4,3,5,5,3,4,5,3,1,5,4.0
Cavador,4,5,3,3,2,5,3,4,4,1,4,3,3,2,1,3,3,4,3,4,4,4,4,1,4,3,3,2,2,5,4,3.0
Bluetick Coonhound,2,5,3,2,3,1,1,4,5,4,4,3,3,1,1,4,4,3,4,3,1,4,3,4,2,2,3,5,3,4,4,4.0
Belgian Malinois,3,4,3,4,3,4,3,3,5,5,4,3,3,2,2,3,3,4,3,3,3,5,3,5,3,2,4,4,1,5,4,4.0
Rottle - Medium,3,2,2,4,2,3,3,5,5,3,3,4,2,1,2,3,3,4,1,3,5,5,3,3,3,3,4,5,4,4,5,3.0
Cesky Terrier,2,1,2,4,3,4,3,4,4,3,2,3,3,1,1,3,4,2,2,4,4,5,2,3,4,3,4,5,3,3,4,3.0
Chow Chow,2,2,3,4,5,4,3,5,4,5,3,3,3,3,1,5,3,4,3,3,3,4,3,5,3,2,2,4,5,5,5,5.0
Cesky Terrier,3,4,4,3,3,4,3,4,2,5,3,3,3,4,4,5,3,2,2,3,4,3,3,4,5,3,4,5,4,5,5,3.0
Boglen Terrier,3,5,3,2,1,3,5,5,5,4,5,3,3,4,1,3,5,4,2,3,2,5,3,4,1,2,4,4,4,1,5,4.0
Cesky Terrier,3,4,3,3,3,3,3,4,4,4,3,3,3,3,1,5,4,4,4,4,4,4,3,3,2,1,5,5,4,5,5,3.0
Cesky Terrier,3,2,3,4,3,3,3,4,5,2,5,3,3,2,2,3,3,2,1,3,4,4,3,2,3,3,4,5,3,3,5,
Chug,3,4,1,2,2,4,3,4,5,4,3,3,3,2,2,1,3,2,2,3,3,5,3,3,4,4,4,4,4,5,5,2.0
Australian Shepherd Lab Mix,4,2,4,4,1,4,3,3,3,4,3,4,3,1,1,3,4,4,3,3,1,4,2,5,3,1,5,5,4,5,5,3.0
Cesky Terrier,2,1,1,4,2,4,3,5,4,4,3,3,3,2,2,4,4,4,3,3,4,5,3,3,5,2,5,4,3,4,4,3.0
Chow Chow,3,3,5,4,1,2,3,4,4,4,2,4,3,4,1,3,4,3,4,3,3,4,3,5,3,3,5,4,3,5,4,4.0
Cavalier King Charles Spaniel,3,1,3,4,2,3,3,4,5,4,1,3,3,5,1,3,3,3,3,4,4,4,3,4,3,4,4,5,3,4,5,4.0
Cesky Terrier,2,5,2,3,2,3,3,5,5,5,4,3,3,2,4,5,5,3,4,4,4,5,3,4,4,3,3,5,3,3,5,1.0
Shih Tzu,3,1,3,5,2,4,3,4,4,4,3,3,3,4,2,4,4,4,3,3,3,4,3,3,3,2,4,5,4,2,5,2.0
Chow Chow,3,1,2,4,3,3,3,4,5,5,5,3,3,3,1,2,5,4,4,3,5,5,4,3,2,4,4,5,2,3,5,3.0
Belgian Tervuren,3,1,2,4,2,2,1,3,4,1,5,3,3,5,1,5,5,4,2,5,3,3,3,2,3,3,5,4,3,3,4,1.0
Shih-Poo,4,3,1,5,2,4,3,4,5,4,4,3,4,5,1,2,3,3,4,3,3,5,3,4,3,3,5,4,2,2,4,3.0
Chug,4,2,2,3,1,2,3,5,5,3,2,2,3,3,1,3,3,3,2,3,3,4,3,4,3,5,5,3,2,4,3,5.0
Bocker,4,2,4,3,2,3,3,3,5,5,3,3,3,2,1,3,4,3,1,4,5,5,2,3,4,3,2,5,4,5,5,3.0
Belgian Malinois,3,1,2,3,2,2,3,4,4,5,3,2,3,4,2,2,4,4,5,4,5,5,3,3,3,3,5,5,2,3,5,1.0
Cavapoo,3,4,3,3,2,4,3,5,4,5,5,1,2,4,2,4,3,4,4,4,5,5,5,5,2,3,5,5,2,4,4,4.0
Bluetick Coonhound,3,2,2,5,3,3,4,5,4,4,2,3,3,2,1,5,3,2,1,3,2,4,3,4,3,3,4,4,5,5,5,2.0
Chow Chow,2,4,2,4,2,4,4,4,5,4,5,4,3,4,2,1,4,4,3,3,5,5,4,4,3,3,4,5,3,1,5,4.0
Chow Chow,3,3,3,2,2,4,4,3,5,4,1,4,3,1,1,3,3,4,5,3,5,5,3,5,2,3,4,5,4,4,5,2.0
Cavapoo,2,4,2,5,2,3,3,4,5,4,1,3,3,3,1,1,2,4,2,4,4,4,3,4,5,4,2,5,3,3,5,5.0
Chorkie,3,1,3,4,3,2,3,4,5,4,2,4,3,3,1,1,1,4,4,4,5,4,4,4,3,1,4,4,3,3,5,3.0
Belgian Malinois,2,1,3,5,3,4,3,4,5,4,4,3,3,4,2,3,3,3,3,3,4,4,3,4,3,4,4,5,4,4,4,2.0
Bocker,2,2,1,5,1,3,2,5,2,5,4,1,3,4,2,5,4,5,2,4,5,5,3,4,4,2,4,4,3,4,5,2.0
Cesky Terrier,3,2,2,3,1,3,3,5,5,4,4,3,3,5,1,3,4,4,4,3,4,4,3,3,5,4,5,5,3,5,4,2.0
Cesky Terrier,4,1,2,4,2,4,3,5,4,5,4,5,3,4,2,2,3,2,2,3,3,5,3,4,5,5,4,3,1,4,4,5.0
Cesky Terrier,3,2,2,3,3,4,4,5,5,4,4,3,3,4,2,2,3,4,4,4,3,4,3,4,4,3,4,4,4,5,5,4.0
Belgian Malinois,3,5,3,4,3,4,3,3,5,4,5,3,3,4,1,3,3,2,4,4,5,5,3,1,4,1,4,2,3,5,4,2.0
Belgian Malinois,3,3,2,5,2,2,3,4,5,2,3,4,3,3,1,5,4,3,5,4,3,4,5,5,3,2,5,5,4,5,5,1.0
Rottle - Small,3,4,2,4,1,2,3,4,5,4,3,1,3,5,1,2,4,1,4,3,3,4,3,3,5,2,4,3,4,4,5,3.0
Chug,3,5,5,3,2,3,1,4,5,4,5,3,3,2,1,1,3,3,2,3,5,5,3,4,3,4,2,3,5,1,5,5.0
Belgian Malinois,3,3,1,4,2,4,3,4,5,3,5,4,3,2,2,5,4,2,4,4,3,4,3,2,3,2,4,4,3,4,5,3.0
Bocker,3,2,3,4,1,3,3,5,5,5,3,4,3,2,1,4,3,5,4,3,5,4,3,3,1,5,5,5,3,3,5,2.0
Chorkie,3,3,3,4,5,3,3,4,4,4,5,3,3,3,1,1,2,4,2,4,3,4,3,4,5,2,4,2,4,4,4,2.0
Cesky Terrier,3,1,3,4,2,4,3,4,4,1,4,4,3,3,1,3,3,4,1,3,3,5,2,1,3,3,4,4,3,4,4,3.0
Basset Hound,3,1,2,3,2,3,3,3,4,4,1,3,3,3,2,2,3,2,3,3,5,5,3,5,3,2,5,5,4,5,5,2.0
